Id,PostId,Score,CreationDate,UserId,Tags,ViewCount,AnswerCount
"121364008","68673443","30","2021-08-05 21:02:16","65863","<c++><implicit-conversion><void-pointers>","2993","4"
"120414317","68129983","28","2021-06-25 11:09:15","817643","<c++><oop>","876","1"
"121985902","69021225","28","2021-09-01 22:42:19","5549216","<android><react-native>","43617","36"
"119157870","67414007","28","2021-05-06 08:10:17","40342","<java><floating-point>","5214","4"
"124786307","70564950","27","2022-01-05 09:48:02","6780359","<reactjs><typescript><visual-studio-code><eslint><prettier>","3428","4"
"118688706","67145250","27","2021-04-18 10:04:35","3234959","<c++><c++20>","3824","3"
"120287393","68045448","26","2021-06-20 14:08:47","8372853","<ios><swift>","1503","0"
"119318671","6470651","26","2021-05-12 15:00:00","3150802","<java><memory><memory-leaks>","707027","59"
"119555589","67639234","26","2021-05-21 14:58:44","843953","<python><function><parameter-passing>","3937","6"
"125582763","71039947","25","2022-02-08 20:04:03","4581301","<c++><optimization><benchmarking><branch-prediction>","9565","9"
"118253318","66897290","25","2021-04-01 03:32:20","2605758","<python>","905","1"
"125693332","71105071","25","2022-02-13 21:54:18","7733418","<c><c-preprocessor>","7714","3"
"121724763","68876460","24","2021-08-21 20:28:05","2752075","<c++>","1151","3"
"124197573","70258418","24","2021-12-07 10:32:26","898348","<c++><c><exception><segmentation-fault>","9875","16"
"122235660","69159968","24","2021-09-13 09:02:26","2878796","<c++><c><struct><declaration><typedef>","3588","8"
"121731271","502303","23","2021-08-22 09:28:58","1741346","<c#><.net><visual-studio-2005><.net-2.0><guid>","120248","8"
"118685264","67145250","23","2021-04-18 04:52:23","1871033","<c++><c++20>","3824","3"
"126182155","71387267","23","2022-03-07 22:02:34","3234959","<haskell><functional-programming><lisp>","5367","8"
"121159583","46645843","23","2021-07-28 08:21:38","2879085","<git><access-token>","215796","12"
"124428799","70384713","23","2021-12-17 09:09:51","2711488","<java><java-stream><jetty><java-17>","766","0"
"122092248","69080597","23","2021-09-06 22:02:28","1871033","<reactjs><material-ui>","246085","12"
"119725129","61403092","23","2021-05-28 07:50:13","2451114","<java><unit-testing><intellij-idea><code-coverage>","3282","2"
"118246822","66894200","23","2021-03-31 19:35:32","32880","<linux><go>","142619","12"
"122743297","69443928","23","2021-10-05 01:50:49","8372853","<javascript><self-reference>","1937","2"
"120834465","68363483","22","2021-07-14 02:06:01","4450643","<java><string>","1284","6"
"123387754","69798705","22","2021-11-01 23:41:44","8037731","<regex>","3420","6"
"122997499","3768895","22","2021-10-15 15:00:27","357024","<python><json><serialization>","1104774","36"
"125708015","71112148","21","2022-02-14 14:51:48","7210739","<bash><amazon-web-services><amazon-s3><tcl><expect>","612","0"
"119316579","67493308","21","2021-05-12 13:55:39","476716","<arrays><algorithm><time-complexity><big-o>","7317","8"
"125964388","71262277","21","2022-02-25 07:14:44","2752075","<c++><string><reference><zero-copy>","741","2"
"124647584","70508442","21","2021-12-29 00:41:05","8166486","<python><algorithm><sorting>","3432","9"
"120519397","68191392","21","2021-06-30 08:50:10","542251","<git><github><token><github-api><git-pull>","112706","25"
"123274398","26217076","20","2021-10-27 14:57:03","8372853","<hash><cryptography><md5>","8529","3"
"124535145","70450352","20","2021-12-22 14:15:36","1427878","<javascript><math><floating-point><min><negative-zero>","3792","4"
"122209020","10729276","20","2021-09-11 17:44:54","740553","<javascript><node.js><debugging><console.log>","691906","17"
"120520388","68191392","20","2021-06-30 09:28:24","3976813","<git><github><token><github-api><git-pull>","112706","25"
"121930419","37813568","20","2021-08-30 21:55:54","8419574","<git><github><atlassian-sourcetree>","539261","50"
"119263599","67475399","20","2021-05-10 17:55:55","12334309","<c++><return><list-initialization>","2278","2"
"122332430","69211632","19","2021-09-16 18:52:46","16245","<git><azure><azure-devops><azure-repos>","32622","7"
"118207483","66871811","19","2021-03-30 13:27:08","4342498","<c++><c><null><floating-point><nullptr>","215","2"
"119064398","67361504","19","2021-05-02 22:10:27","740553","<node.js><npm><npm-install>","6942","1"
"124987393","70701105","19","2022-01-13 18:07:43","4581301","<c++><static>","68","0"
"126072233","71324369","18","2022-03-02 14:38:08","1126841","<python><loops><time-complexity>","4364","6"
"118285977","419163","18","2021-04-02 09:17:24","1154447","<python><namespaces><main><python-module><idioms>","3960975","39"
"120578044","68224361","18","2021-07-02 11:59:48","115145","<android><android-jetpack-compose>","8469","6"
"120989175","68459341","17","2021-07-20 17:54:32","155423","<rust>","274","1"
"118684133","65444084","17","2021-04-18 02:15:13","4173913","<python><macos><pyenv><macos-big-sur>","7759","0"
"124206625","70263658","17","2021-12-07 16:30:19","2684539","<c++>","78","1"
"120476575","67835567","17","2021-06-28 16:00:15","8372853","<c#><.net><visual-studio><winforms>","1035","1"
"119840370","67799890","17","2021-06-02 07:26:33","4137985","<r><dataframe><dplyr>","973","6"
"120181373","67988828","17","2021-06-16 02:12:23","374746","<python><c++><recursion><stack-overflow>","14120","7"
"123235159","69719071","17","2021-10-26 07:58:37","3959875","<google-chrome><google-chrome-devtools>","2061","1"
"120743337","65441950","17","2021-07-09 15:04:45","1062139","<visual-studio-code><electron>","7018","1"
"125903852","71228164","17","2022-02-22 20:56:15","328193","<http><security><https>","353","1"
"123386309","69796358","16","2021-11-01 21:48:13","1711796","<python><algorithm>","4278","6"
"119422384","67564480","16","2021-05-17 05:41:25","6752050","<c++><c++20>","125","2"
"119325454","67509601","16","2021-05-12 19:15:08","10147399","<c++><arrays>","3828","6"
"119981926","67873954","16","2021-06-08 02:40:36","8372853","<google-data-studio>","1622","1"
"122248825","69167256","16","2021-09-13 18:07:22","10077","<c><pointers>","103","2"
"124453626","70404485","16","2021-12-18 15:20:01","3208297","<python>","1444","1"
"118294741","11479816","16","2021-04-02 16:07:02","6685358","<python><switch-statement><case-statement>","1804551","2"
"125040222","70730831","16","2022-01-16 14:16:02","10871073","<python><c++><python-3.x><rounding><integer-division>","7481","8"
"125977763","71269950","16","2022-02-25 18:03:44","2878796","<c++>","61","1"
"126041574","71306268","16","2022-03-01 09:36:47","5494370","<c++><random>","2163","2"
"118359259","66959350","15","2021-04-05 20:29:50","3370124","<c++><oop>","151","1"
"120453227","68152730","15","2021-06-27 15:55:08","5987","<python><python-3.x><list><indexing><swap>","20680","8"
"122252152","69159968","15","2021-09-13 20:56:11","459640","<c++><c><struct><declaration><typedef>","3588","8"
"120417345","62887817","15","2021-06-25 13:18:31","4568679","<android><dagger-2><dagger-hilt>","13346","6"
"121223040","68593264","15","2021-07-30 15:13:25","1189885","<java><java-8><java-9>","183","1"
"120533958","68191392","15","2021-06-30 18:00:08","864696","<git><github><token><github-api><git-pull>","112706","25"
"124341729","70340719","15","2021-12-13 20:50:36","4944425","<c++><arrays><initialization><undefined-behavior><zero-initialization>","5668","5"
"121657710","68838489","14","2021-08-18 19:48:05","634919","<c++>","78","1"
"125479691","70973901","14","2022-02-04 02:48:02","2727073","<google-chrome><cookies><google-chrome-devtools>","9313","3"
"123760733","70011022","14","2021-11-17 20:39:44","159145","<c#><if-statement><syntax>","7998","3"
"124926482","70668011","14","2022-01-11 13:58:22","4117728","<c++>","61","1"
"122278504","69183576","14","2021-09-14 19:41:03","14277722","<python><pandas>","108","0"
"121496052","68747335","14","2021-08-11 18:37:36","4342498","<c++><c>","217","2"
"122849455","69503317","14","2021-10-09 02:56:32","224132","<c><gcc><x86-64><cpu-architecture><compiler-optimization>","30519","1"
"120989259","68459341","14","2021-07-20 17:58:37","785065","<rust>","274","1"
"119694785","67717756","14","2021-05-27 07:44:12","1108032","<java><arrays><recursion>","60","1"
"121032594","68484400","14","2021-07-22 11:56:42","9365431","<javascript>","73","2"
"125638940","71063730","14","2022-02-10 22:19:51","380384","<c#><function><syntax><method-signature><c#-11.0>","4400","2"
"118727810","67117848","14","2021-04-19 20:51:36","5415668","<python><numpy><annotations>","8423","0"
"118931984","67280884","14","2021-04-27 15:07:59","2805305","<c++><language-lawyer><c++20>","554","2"
"119931873","67852990","14","2021-06-05 18:59:20","550094","<python><algorithm>","80","1"
"126400433","71515680","14","2022-03-17 16:17:18","2684539","<c++>","55","0"
"118688867","67147349","14","2021-04-18 10:16:18","3711162","<c#><sql-server><visual-studio><winforms><.net-framework-version>","268","1"
"124847604","70624450","14","2022-01-07 16:47:47","189950","<c#><unit-testing><cancellation-token>","78","1"
"123806786","70037239","14","2021-11-19 15:31:36","4253229","<c++><switch-statement>","119","1"
"125403945","70928408","14","2022-02-01 08:23:36","8605514","<rust><endianness>","1262","2"
"121196325","68578004","14","2021-07-29 14:43:27","13188071","<c++><vector><parameter-passing>","384","2"
"121096932","68521280","14","2021-07-25 18:04:49","15911053","<java><inner-classes><java-16>","3310","2"
"121933414","68992461","14","2021-08-31 03:20:56","10055166","<c++><sizeof><variable-length-array><gcc-extensions>","155","2"
"118845449","35006457","14","2021-04-23 20:14:32","1601580","<bash>","100953","4"
"118905680","67136144","13","2021-04-26 16:43:10","14768","<powershell><powershell-core><windows-terminal>","878","1"
"126196630","71387267","13","2022-03-08 13:58:25","402281","<haskell><functional-programming><lisp>","5367","8"
"119083008","67372097","13","2021-05-03 16:04:23","4117728","<c++><string><optimization><vector><cellular-automata>","214","2"
"118958832","67301201","13","2021-04-28 13:31:10","34092","<c#><json><string><variables>","129","3"
"119158577","67400029","13","2021-05-06 08:37:25","2447726","<android><android-studio><kotlin><android-studio-4.2>","32709","15"
"124568015","70468791","13","2021-12-24 01:27:30","962089","<c++><algorithm>","133","1"
"119555745","67639234","13","2021-05-21 15:03:50","9453926","<python><function><parameter-passing>","3937","6"
"119110903","20971340","13","2021-05-04 15:40:02","1447267","<html><css><css-position><absolute>","197588","9"
"119995368","67888722","13","2021-06-08 14:17:05","5987","<c++>","105","1"
"124706617","70546604","13","2022-01-01 01:44:15","51685","<python><list><dictionary>","289","3"
"119495109","44751469","13","2021-05-19 14:28:07","153721","<android><kotlin><kotlin-extension>","8778","4"
"121785799","68910808","13","2021-08-24 16:19:51","1043380","<c#><json><asp.net-core>","125","2"
"122401855","69252682","13","2021-09-20 10:14:09","5612858","<java>","78","2"
"124502689","70432293","13","2021-12-21 08:10:39","1625187","<c++><arrays><unsigned-integer><static-code-analysis><pvs-studio>","168","1"
"120649895","46402772","13","2021-07-06 07:08:52","3955763","<java><android><java-9>","414163","37"
"120642507","68261721","13","2021-07-05 20:23:00","1453822","<python><list>","2848","2"
"122137468","69068009","13","2021-09-08 15:05:27","3163618","<python><python-3.x><steganography>","1131","0"
"124201677","70260964","13","2021-12-07 13:29:17","535275","<python><function><return><yield>","196","2"
"125117273","70773706","13","2022-01-19 15:56:37","1086121","<c#>","50","0"
"120745314","68320024","13","2021-07-09 16:29:41","1918193","<c++><boost><hash><standards>","191","0"
"120443564","64984549","13","2021-06-27 00:10:08","1429699","<android-studio><kotlin>","15298","16"
"118349245","66953833","13","2021-04-05 13:35:05","131930","<c++><multithreading><cpu-architecture><memory-barriers><stdatomic>","281","3"
"125186118","70812828","13","2022-01-22 12:33:30","1216776","<c++><esp-idf>","65","1"
"120722502","68306977","13","2021-07-08 18:30:58","4641116","<c++><deprecated>","3733","5"
"120332178","68082290","13","2021-06-22 11:09:32","1266756","<go><struct><bit><memory-footprint>","550","1"
"118832359","67226178","13","2021-04-23 11:30:09","3448419","<java><java-8><jvm><javac><java-11>","1593","2"
"123598500","69920453","13","2021-11-10 21:31:04","16287","<c++><pointers><move-semantics>","106","1"
"120723633","68307551","13","2021-07-08 19:22:03","3282436","<c++><arrays><random>","98","1"
"124287299","70309418","13","2021-12-10 19:18:19","7359094","<c++><class><oop>","57","1"
"119789840","67771807","13","2021-05-31 10:19:59","4137916","<c#><xml><linq>","148","2"
"123926574","70097065","13","2021-11-25 01:59:42","14193797","<c#><asynchronous><.net-5><ping>","1634","1"
"124791149","70593479","13","2022-01-05 13:14:53","4342498","<c++><constants><reinterpret-cast>","91","3"
"123728497","69993073","13","2021-11-16 16:56:24","13434871","<r>","137","0"
"120181647","67988828","13","2021-06-16 02:37:17","4014959","<python><c++><recursion><stack-overflow>","14120","7"
"122574203","69349908","13","2021-09-27 16:13:05","2296458","<c++>","88","1"
"124234662","70279334","13","2021-12-08 17:34:56","5249621","<scala><scala-cats><monad-transformers>","66","0"
"123057440","69598304","13","2021-10-18 17:30:10","576767","<types><julia>","1109","1"
"121388328","68687443","13","2021-08-06 21:05:08","1491895","<javascript><javascript-objects>","102","4"
"122517504","68237292","13","2021-09-24 15:51:44","1052622","<ios><xcode><app-store><app-store-connect>","7078","3"
"124513775","70438477","12","2021-12-21 16:21:30","1086121","<c#><.net><divide-by-zero>","70","1"
"122973166","69573198","12","2021-10-14 15:17:26","6073886","<java>","121","4"
"121328306","68653064","12","2021-08-04 14:29:12","4216641","<java><generics><functional-programming><dependent-type><non-type-template-parameter>","1004","4"
"123228874","69715687","12","2021-10-25 23:07:05","583833","<c++><arrays>","66","1"
"123198137","69699039","12","2021-10-24 17:11:08","3923896","<c++><c><keyword>","119","0"
"123243583","69723976","12","2021-10-26 13:27:23","8564999","<python>","102","2"
"122288595","69189486","12","2021-09-15 08:21:08","6099327","<javascript><arrays><loops>","51","3"
"123413813","52522565","12","2021-11-02 23:37:41","3394816","<xcode><git><macos><command-line><terminal>","1059803","26"
"123557569","69839535","12","2021-11-09 12:08:48","4691224","<settings><disable><xcode13>","1149","1"
"124367280","70355396","12","2021-12-14 20:53:25","1491895","<c><file><fopen>","105","2"
"122000405","69030009","12","2021-09-02 12:14:44","4342498","<c++><cpp-core-guidelines>","125","0"
"123895997","70087704","12","2021-11-23 21:00:00","3386109","<c><floating-point>","108","2"
"125395231","70932394","12","2022-01-31 20:26:28","17732522","<c++><algorithm><time><big-o>","113","4"
"124939931","70674830","12","2022-01-12 00:02:37","3370124","<c++><lambda>","59","0"
"121101432","68523671","12","2021-07-26 01:46:38","134554","<c><arm><armcc>","78","1"
"124680691","70532897","12","2021-12-30 14:28:57","3370124","<c++><templates>","465","3"
"126338769","71447721","12","2022-03-15 08:45:48","570220","<python><pandas><numpy>","207","0"
"124591613","70482447","12","2021-12-25 20:10:04","874188","<perl>","109","2"
"120594983","68234231","12","2021-07-03 07:51:21","507738","<java><overriding><overloading><tostring>","72","1"
"125249871","70849323","12","2022-01-25 13:22:44","2501279","<c#>","104","2"
"125708421","71113967","12","2022-02-14 15:07:56","12334309","<c><parsing>","124","2"
"125568370","71032357","12","2022-02-08 10:33:44","1086121","<c#>","97","2"
"119613293","67672134","12","2021-05-24 12:32:48","1086121","<c#>","153","1"
"120962690","68444562","12","2021-07-19 17:21:15","4253229","<c>","123","4"
"125900530","71226319","12","2022-02-22 18:14:04","3370124","<c++><arrays>","124","1"
"122222481","69152870","12","2021-09-12 15:33:42","2878796","<c++>","77","1"
"119609072","67669583","12","2021-05-24 09:28:28","1225328","<java><java-stream>","2409","2"
"122163512","69120221","12","2021-09-09 14:42:52","4342498","<c++><while-loop><boolean><implicit-conversion><boolean-expression>","85","1"
"120635808","68257652","12","2021-07-05 14:27:32","7359094","<c++><language-lawyer><goto>","985","2"
"122129095","69100977","12","2021-09-08 10:04:46","10871073","<c++><compiler-optimization>","69","0"
"119609200","67669583","12","2021-05-24 09:34:05","12299000","<java><java-stream>","2409","2"
"121986233","69021308","12","2021-09-01 23:14:53","68587","<rust>","116","1"
"120636466","68258170","12","2021-07-05 14:54:23","4117728","<c++><performance><type-conversion>","215","2"
"121812091","68819637","12","2021-08-25 15:23:55","5209982","<google-play><store><google-play-console>","8540","3"
"120146931","67975468","12","2021-06-14 18:33:11","8111755","<python>","70","5"
"122196506","69138169","12","2021-09-10 21:28:42","4253229","<c><pointers><segmentation-fault><c99>","291","2"
"120643269","68262167","12","2021-07-05 21:14:54","767632","<c++><ubuntu>","69","0"
"120426798","68126052","12","2021-06-25 21:06:08","5237037","<javascript><node.js><d3.js><next.js><node-modules>","2578","2"
"120179033","67994114","12","2021-06-15 22:15:15","182668","<javascript>","98","5"
"119367561","67533765","12","2021-05-14 11:45:30","4062354","<c>","95","1"
"121261089","68614589","12","2021-08-01 21:46:53","3943312","<c++><arrays>","71","1"
"120854943","68383132","12","2021-07-14 18:08:00","445517","<c#><.net>","145","1"
"118229765","11227809","12","2021-03-31 09:07:05","80869","<java><c++><performance><cpu-architecture><branch-prediction>","1694831","27"
"119259606","67473080","12","2021-05-10 15:21:12","10077","<c++><optimization>","100","2"
"121789946","68912965","12","2021-08-24 19:22:15","869736","<java><java-8><java-stream>","192","3"
"121066713","68503738","12","2021-07-23 18:37:08","4342498","<c++><c++17><rvalue>","101","1"
"118685301","67145250","12","2021-04-18 04:57:02","1871033","<c++><c++20>","3824","3"
"119524913","67621715","12","2021-05-20 13:55:03","3370124","<c++><class><pointers><destructor>","112","2"
"121563266","68785640","12","2021-08-14 17:41:07","11082165","<c><memory><constants>","142","1"
"119326980","67510555","12","2021-05-12 20:25:20","1324033","<python><c++><compilation><interpreter>","120","2"
"118562107","67075808","12","2021-04-13 13:29:04","9797227","<c#><multithreading><asp.net-core>","157","1"
"120164613","67985913","12","2021-06-15 12:05:15","4342498","<c++>","43","0"
"121694677","68859263","12","2021-08-20 08:38:24","2752075","<c++>","129","2"
"119530995","67625166","12","2021-05-20 17:22:24","5105949","<c++><c++11><stdvector><cout>","89","2"
"123514783","69874248","12","2021-11-07 16:16:31","2442804","<java>","87","1"
"119052985","37899765","12","2021-05-02 10:06:01","3043860","<git><visual-studio-code><ide><git-history-graph>","249298","10"
"122409915","69256940","12","2021-09-20 15:21:42","1670129","<c++><lambda><c++17>","148","1"
"118511004","67046739","12","2021-04-11 15:38:59","3185968","<c++><performance><assembly><x86-64>","2570","2"
"123278478","69723637","12","2021-10-27 17:38:00","8372853","<regex><typescript>","599","1"
"119053623","67355435","12","2021-05-02 10:54:23","282848","<image><delphi><video><sleep>","148","0"
"118913816","67275018","12","2021-04-26 23:32:26","4304","<c++><antivirus>","376","1"
"118538006","67061856","12","2021-04-12 16:16:17","3233393","<c++><c++14>","85","2"
"123579237","69909851","12","2021-11-10 08:24:33","3309790","<c++>","83","1"
"118610990","11227809","12","2021-04-15 06:31:27","224132","<java><c++><performance><cpu-architecture><branch-prediction>","1694831","27"
"123085230","69635623","12","2021-10-19 17:58:12","7359094","<c++>","114","5"
"118296265","66922779","12","2021-04-02 17:15:29","16287","<c++><c++20><stdoptional>","1186","3"
"122666050","69401161","12","2021-10-01 06:00:27","2752075","<c++><debugging><random>","95","2"
"118353117","66955981","12","2021-04-05 16:10:04","1080064","<c++><parameters><c-strings>","205","2"
"118812783","67218005","11","2021-04-22 17:22:54","1883316","<python><string><unicode><decode>","86","1"
"118720729","67165232","11","2021-04-19 15:51:09","271415","<java>","88","2"
"124394696","70370662","11","2021-12-15 21:46:07","11082165","<python><ascii>","203","2"
"118327585","51126403","11","2021-04-04 12:14:54","4843725","<macos><rubygems><installation><bundler><atom-editor>","301864","25"
"118988520","66147046","11","2021-04-29 13:03:04","6752274","<python><visual-studio-code>","34324","0"
"118605391","67100076","11","2021-04-14 22:52:39","4062354","<c++><arrays><quicksort><insertion-sort><heapsort>","149","1"
"124661735","70522305","11","2021-12-29 16:38:05","2011071","<c#><datagridviewrow>","35","0"
"119198893","67437871","11","2021-05-07 15:40:56","5958455","<python><python-3.x><importerror>","1408","2"
"119024918","67338591","11","2021-04-30 18:14:17","3133316","<c++><vector><boolean><sizeof>","239","1"
"118870412","67251037","11","2021-04-25 07:58:00","1413395","<c++>","218","1"
"124699499","70543183","11","2021-12-31 14:28:39","16649550","<c++><c-preprocessor>","114","1"
"119823270","67791029","11","2021-06-01 14:47:30","1086121","<c#><arrays><nullable-reference-types>","1729","1"
"119112583","67371802","11","2021-05-04 16:44:31","1435477","<dart><mockito>","10855","3"
"119227969","58767733","11","2021-05-09 06:35:08","3109401","<java><android><kotlin><android-asynctask><kotlin-coroutines>","123401","17"
"125273956","70862682","11","2022-01-26 11:28:37","898348","<c++><c-strings>","153","2"
"119987090","67873954","11","2021-06-08 08:12:10","1536976","<google-data-studio>","1622","1"
"118427567","66998335","11","2021-04-08 06:23:33","5133585","<c#><arrays>","214","3"
"120076806","67908269","11","2021-06-11 10:41:46","2370723","<ios><uiviewcontroller><uikit><bottom-sheet><uipresentationcontroller>","1498","2"
"125582420","71039947","11","2022-02-08 19:46:45","3133316","<c++><optimization><benchmarking><branch-prediction>","9565","9"
"119534379","67627035","11","2021-05-20 19:49:19","3890632","<java><weather-api>","61","1"
"118410008","66988073","11","2021-04-07 14:22:27","14104","<javascript><algorithm>","78","1"
"119732676","67739213","11","2021-05-28 12:53:37","4062354","<c>","168","2"
"125584196","71039947","11","2022-02-08 21:19:01","224132","<c++><optimization><benchmarking><branch-prediction>","9565","9"
"119467962","67589713","11","2021-05-18 15:52:11","4581301","<c++><multiple-inheritance><ambiguous><virtual-inheritance>","70","1"
"118502191","67041493","11","2021-04-11 05:06:28","3386109","<c><printf><microcontroller>","208","3"
"119399592","92082","11","2021-05-15 22:00:27","4114591","<sql><sql-server><sql-server-2005><sql-server-2000>","3285067","43"
"125359231","70911764","11","2022-01-30 04:11:48","541038","<python><if-statement>","52","2"
"120854757","68383021","11","2021-07-14 17:59:12","3807729","<c++><arrays><vector><reference><instance>","76","1"
"119751650","67749831","11","2021-05-29 10:01:29","3776858","<regex><perl><grep>","120","2"
"121655510","68837288","11","2021-08-18 18:01:08","2296458","<c++><smart-pointers>","390","4"
"122667922","69402150","11","2021-10-01 07:38:18","7093741","<python><python-3.x>","61","4"
"121032380","68484290","11","2021-07-22 11:49:13","189205","<c++><memory><string-literals>","145","1"
"119446357","67577702","11","2021-05-17 22:28:18","3234959","<list><haskell>","110","2"
"121443810","68718097","11","2021-08-09 20:16:59","4253229","<c><pointers><language-lawyer>","2240","2"
"122669776","21181231","11","2021-10-01 09:06:21","11343","<certificate><ssl-certificate><gitlab>","773351","30"
"120948536","68436941","11","2021-07-19 07:53:56","4966953","<go>","1228","1"
"120274758","68049208","11","2021-06-19 17:25:39","68587","<c><bash><posix><system><cat>","233","1"
"122164645","69120846","11","2021-09-09 15:21:41","4342498","<c++>","119","3"
"122452177","69280882","11","2021-09-22 08:46:23","404970","<c++><default-constructor>","108","1"
"120692906","68290161","11","2021-07-07 16:56:49","16287","<c++><error-handling><constructor><malloc><throw>","150","1"
"122115449","69093323","11","2021-09-07 19:00:24","1080064","<c++><constructor><clion>","86","0"
"120833426","68370431","11","2021-07-13 23:49:25","11683","<c><pointers><char><sizeof>","351","4"
"123754630","70008012","11","2021-11-17 16:22:23","1491895","<c><command-line-arguments>","73","1"
"121905743","68977311","11","2021-08-29 22:18:39","10055166","<c++><pointers><double><32bit-64bit>","172","1"
"122181012","69129948","11","2021-09-10 09:16:55","3309790","<c++><c++11><vector><stl>","123","2"
"120990674","68460156","11","2021-07-20 19:10:16","1216776","<c++><arrays><string><pointers><char>","188","4"
"124198148","70258418","11","2021-12-07 10:56:00","580083","<c++><c><exception><segmentation-fault>","9875","16"
"121364077","68673443","11","2021-08-05 21:07:09","4581301","<c++><implicit-conversion><void-pointers>","2993","4"
"121643768","68819637","11","2021-08-18 10:26:54","424706","<google-play><store><google-play-console>","8540","3"
"121254201","68610799","11","2021-08-01 13:31:40","5483526","<c><pointers><void-pointers>","4716","5"
"118379632","66970702","11","2021-04-06 14:35:55","1126841","<python><python-3.x><pandas><logical-or>","1601","2"
"121710169","68867895","11","2021-08-20 21:07:15","300257","<java><java-17>","3355","0"
"121465079","24114676","11","2021-08-10 15:59:30","965638","<git><github>","1980478","55"
"120385953","68112959","11","2021-06-24 09:56:00","12121419","<android><android-11>","1545","1"
"119788808","67771250","11","2021-05-31 09:36:29","1332041","<c++><if-statement><standards><undefined-behavior>","75","1"
"121744525","68887409","11","2021-08-23 04:48:24","1709364","<python>","79","2"
"121199136","68579674","11","2021-07-29 16:27:18","3788176","<java>","58","2"
"120440683","68145354","11","2021-06-26 18:49:26","1357841","<c++><c++11>","204","1"
"119645863","67689979","11","2021-05-25 14:27:38","3282436","<c++>","157","2"
"121593636","68802580","11","2021-08-16 12:13:57","328193","<java><spring>","74","1"
"120642511","68261721","11","2021-07-05 20:23:26","1453822","<python><list>","2848","2"
"125953318","71255967","11","2022-02-24 17:36:48","3874623","<python><numpy><reinforcement-learning>","47","2"
"119287652","67412084","11","2021-05-11 14:30:20","1045941","<java><android><android-studio><android-emulator><runtime-error>","149222","12"
"125929223","71242400","11","2022-02-23 18:38:22","4342498","<c++>","94","2"
"120532859","68199031","11","2021-06-30 17:13:07","4062354","<c++><bit><memcpy>","123","0"
"126321562","71469155","11","2022-03-14 14:14:21","2029983","<sql><sql-server><reporting-services><dynamics-crm>","91","1"
"121215304","68588963","11","2021-07-30 09:55:06","23354","<c#><.net><performance><out>","166","2"
"124437686","70395741","11","2021-12-17 15:57:19","16287","<c++>","105","2"
"126064279","71319557","11","2022-03-02 08:34:53","2528063","<c#><linq><foreach>","82","0"
"126458198","71550200","11","2022-03-20 19:59:28","10824407","<python><tkinter>","40","0"
"120891864","68404478","11","2021-07-16 06:39:41","13590089","<python>","64","0"
